"","x"
"1","고성이311974/05/10361996/06/015253 1765   85   93   35    1    0"
"2","김귀배131962/12/18481979/04/115353 3306  283  252  102    8    6"
"3","김동균프1975/08/24351998/06/155353 2421  181  195  100    8   11"
"4","김동민361986/10/08242008/06/185050  429   19   26  121    3    9"
"5","김동철491974/11/28361995/07/015252 3546  201  223  148    7    6"
"6","김석봉251978/09/02322002/09/135353 1296   61   46  106    6    3"
"7","김영진프1978/08/17322001/07/065151 1221   90   77  218   16    8"
"8","김정준441989/07/04212010/06/094949   88    2    4   88    2    4"
"9","김철호301987/07/20232008/06/185151  630   48   43  244   14   17"
"10","김혜선091988/08/31222009/06/014949  308   13   29  209   10   20"
"11","문세영프1980/09/04302001/07/065252 3250  554  440  579  111   90"
"12","문정균프1973/12/06371998/06/155051 3521  275  320  549   44   59"
"13","박병윤351987/04/24232008/06/185252  646   45   56  285   18   24"
"14","박상우181988/03/18222009/06/014949  378   18   24  268   14   17"
"15","박시천401983/01/11282008/06/185050  519   28   34  226   10   15"
"16","박을운071975/04/04351998/06/155353 1395  154  157  100    9    9"
"17","박종현051985/11/17252010/06/034848   55    1    3   55    1    3"
"18","박태종프1965/12/20451987/04/01515110540 1656 1502  520   88   85"
"19","방춘식011969/09/19411990/06/015252 3609  324  304  142    5    8"
"20","부민호프1985/06/03252007/06/015252  738   65   56  260   19   25"
"21","서도수471976/09/01342002/09/135151  795   34   31   54    1    4"
"22","신대전231974/03/07361996/06/014850 1904   57   69   99    0    2"
"23","신형철321967/05/30431988/04/015454 5374  559  581  239   30   31"
"24","심승태121978/02/14322001/07/065353 2970  172  209  101    4    9"
"25","양희진131976/02/01341996/06/015253 3076  249  277  164   10   11"
"26","오경환프1980/01/30301999/09/015353 2315  228  215  404   33   48"
"27","원정일151974/11/23361999/09/014951 2742  191  185  215   20   13"
"28","유미라381984/03/11262008/06/184949  364    3    9  167    2    2"
"29","유상완프1977/02/18332001/07/065353 2166  176  185  346   31   33"
"30","유승완미계약1985/12/17252007/06/015151  716   51   36  186    9    9"
"31","유재필541980/10/29302001/07/065252 1032   31   54   37    2    2"
"32","윤영민471973/12/15371996/06/015353 1162   56   60   53    1    7"
"33","윤태혁191979/01/03321999/09/015353 1181   75  105  163   14   17"
"34","이강서221988/03/19222010/06/094949   95    2    6   95    2    6"
"35","이금주431976/11/26342001/07/064848  655   17   37   28    1    1"
"36","이기웅021988/03/23222009/06/014949  258   16   12  210   11    7"
"37","이기회프1978/11/04322004/06/025252 1996   83   95  394   19   12"
"38","이동국프1979/11/23312001/07/065252 2269  161  189  265   17   25"
"39","이상혁프1983/03/16272008/06/185252  782   57   71  404   26   30"
"40","이신영171980/04/12302001/07/065152  886   89   67   31    3    1"
"41","이애리281980/07/21302002/09/135151  950   49   63   97    4    7"
"42","이준동341984/12/02262007/06/014949  629   35   37  112   11   13"
"43","이준철481980/02/23301999/09/015253 1451   95  109  218   18   27"
"44","장추열201988/09/11222010/06/094949  105   11    7  105   11    7"
"45","전덕용011980/03/04302001/07/065253 1450   91  115  163    9    9"
"46","정기용프1980/09/30302001/07/065353 1418  190  148  274   41   29"
"47","정평수091965/04/16451987/04/015152 3791  236  312  108    7    8"
"48","조경호프1976/06/16342001/07/065152 3560  592  502  501  121   59"
"49","조인권프1987/01/18242008/06/185252  668   73   58  365   37   33"
"50","지하주211974/04/10361995/07/015152 2542  214  218   72    3    3"
"51","최범현프1979/04/11312001/07/065353 3534  415  387  396   51   53"
"52","최원준491984/08/28262007/06/015151  838   41   58  257   10   15"
"53","최정섭041979/02/14312004/06/025353  619   47   47   76    6    6"
"54","하마다프1977/07/14332010/08/185353  116    3    8  116    3    8"
"55","한성열프1978/12/04321999/09/015353 2005  124  163  291   25   23"
"56","한창민061975/10/30351999/09/015252  924   25   36   30    0    0"
"57","함완식프1978/01/01331998/06/155353 3169  369  368  365   43   43"
"58","허재영151977/08/15332001/07/065252 1017   40   55   71    0    3"
"59","황순도141977/10/26331998/06/155151 1423   58   84  149   10   10"
"60",""
